timestamp,imu_ax,imu_ay,imu_az,imu_wx,imu_wy,imu_wz,drone_px,drone_py,drone_pz,drone_vx,drone_vy,drone_vz,drone_qw,drone_qx,drone_qy,drone_qz,cmd_thrust,gt_xi,gt_zeta,gt_xi_dot,gt_zeta_dot,gt_load_px,gt_load_py,gt_load_pz
497.872,0.08937191963195801,0.1610771119594586,9.794846534729004,0.0038031565491110086,-0.001784556079655886,-0.001392719568684697,-0.02644263207912445,0.027305210009217262,2.9781112670898438,0.006710120011121035,-0.047527264803647995,-0.04673801362514496,-0.9990722043094586,-0.006197339035719041,0.0035228002926191654,0.04247369732109613,0.0,0.0014735426517672294,0.006209453232102674,0.0,0.0,-0.021289422750678102,0.07927528584699595,3.244578098150163
497.892,0.0809922069311142,0.13234668970108152,9.774495124816895,0.00017520799883641303,0.0013537050690501924,-0.0028179604560136795,-0.02644263207912445,0.027305210009217262,2.9781112670898438,0.006710120011121035,-0.047527264803647995,-0.04673801362514496,-0.9990722043094586,-0.006197339035719041,0.0035228002926191654,0.04247369732109613,0.8394271731376648,0.0013257157068279673,0.0061578849849082615,-0.007391347246969823,-0.0025784123597229753,-0.021493644649156565,0.07862810432015677,3.244221885954234
497.912,0.07261250168085098,0.14072640240192533,9.77808666229248,0.0003162585198879242,0.0004416604060679673,-0.0010864053620025516,-0.02648901380598545,0.026374882087111473,2.977569580078125,0.006969199515879154,-0.0466841496527195,-0.046976808458566666,-0.9990712349319429,-0.0062008114585915715,0.003519193526667008,0.04249683594092851,0.8394271731376648,0.0011732903077303109,0.006097747540499566,-0.007621269954889756,-0.003006872220437517,-0.021703068854487112,0.07795668088963917,3.243863722874306
497.932,0.0917661190032959,0.13114957511425138,9.794846534729004,0.0010761053999885917,0.0002676350995898247,-7.994024781510237e-05,-0.02648901380598545,0.026374882087111473,2.977569580078125,0.006969199515879154,-0.0466841496527195,-0.046976808458566666,-0.9990712349319429,-0.0062008114585915715,0.003519193526667008,0.04249683594092851,0.8394271731376648,0.001016618383320287,0.006029161605292915,-0.007833596220486056,-0.0034292967603259316,-0.021917072392719512,0.0772612606146833,3.243504355426101
497.952,0.033108167350292206,0.12995247542858243,9.804423332214355,0.0006328122690320015,-0.0004604544956237079,-0.0008722734637558459,-0.026499636471271515,0.025376420468091965,2.9768807888031006,0.006703369785100222,-0.046700574457645416,-0.04724365472793579,-0.9990711927850944,-0.006180238281208001,0.0035048724062060983,0.04250058701044601,0.8394271731376648,0.0008235924084828199,0.005935922977905922,-0.00965129874188213,-0.004661931369353884,-0.022179023272288163,0.07639548065566899,3.2430728881448534
497.972,0.04867048189043999,0.08206844329834104,9.794846534729004,-0.00016096580657176673,-0.0005343228112906219,-0.00044288905337452883,-0.02663153037428856,0.024939168244600296,2.9764323234558105,0.006218921393156052,-0.04686608910560608,-0.04700857773423195,-0.9990700548201845,-0.006204055942746275,0.0035177073563486183,0.04252254551852025,0.8394271731376648,0.0006921920786723931,0.005867291038370396,-0.006570016490527312,-0.0034315969767794306,-0.022356261799508517,0.07579957449320546,3.2427861491105405
497.992,0.039118848741054535,0.13950398564338803,9.81635856628418,-0.0013827685033902526,0.00046011107042431837,0.0003179814666509628,-0.02663153037428856,0.024939168244600296,2.9764323234558105,0.006218921393156052,-0.04686608910560608,-0.04700857773423195,-0.9990700548201845,-0.006204055942746275,0.0035177073563486183,0.04252254551852025,0.8399773836135864,0.0005252318477199667,0.005774302227338019,-0.008348011547605188,-0.004649440551609827,-0.02258017226642942,0.07503390747605937,3.2424298687223474
498.012,0.06545506417751312,0.1335184872150433,9.798401832580566,-0.0019223473500460386,0.0032883724197745323,-0.0006777811795473103,-0.026865791529417038,0.02500106208026409,2.976111650466919,0.00620538042858243,-0.04605284705758095,-0.04671917483210564,-0.9990698862327905,-0.006192995687734705,0.0035200800922108796,0.042529120426887945,0.8399773836135864,0.0003555695283578312,0.005673374349519267,-0.008483115968114492,-0.005046393890942209,-0.022806108816526442,0.07424547094807882,3.2420760153210924
498.032,0.08819998055696487,0.1383068859577191,9.809176445007324,-0.0057249367237091064,0.002465582452714443,8.296914165839523e-05,-0.027040673419833183,0.024905268102884293,2.976017475128174,0.00620538042858243,-0.04605284705758095,-0.04671917483210564,-0.9990714456661856,-0.006120728659789952,0.0034691406867016546,0.04250733050620775,0.8399773836135864,0.00018344206277093948,0.005564541673928856,-0.008606373279352413,-0.005441633779525477,-0.023033413163358246,0.07343465903742458,3.241724681621615
498.052,0.053484052419662476,0.12992717325687528,9.796008110046387,-0.00253279902972281,0.004439742304384708,0.0019331572111695998,-0.027040673419833183,0.024905268102884293,2.976017475128174,0.006537115667015314,-0.04525630548596382,-0.04605266824364662,-0.9990714456661856,-0.006120728659789952,0.0034691406867016546,0.04250733050620775,0.8399773836135864,9.114889306545333e-06,0.005447904158361888,-0.008716358673202862,-0.00583187577833716,-0.023261397539182927,0.07260193217549117,3.2413761619610626
498.072,0.055878251791000366,0.11795616894960524,9.805584907531738,-0.000901414081454277,0.0011537326499819756,0.0007687593461014329,-0.02720327489078045,0.024581758305430412,2.9757027626037598,0.00634292047470808,-0.0452827587723732,-0.04537581652402878,-0.9990732579806714,-0.006068397502781168,0.00342656833612054,0.04247416093642975,0.8399773836135864,-0.0002025135454695506,0.005297998382597445,-0.01058142173881442,-0.007495288788228956,-0.023534881143437877,0.0715744514552159,3.2409611841184844
498.092,0.04031594842672348,0.07725473493337752,9.822344779968262,0.0005860503297299147,0.00126000726595521,0.0016535145696252582,-0.02720327489078045,0.024581758305430412,2.9757027626037598,0.00634292047470808,-0.0452827587723732,-0.04537581652402878,-0.9990732579806714,-0.006068397502781168,0.00342656833612054,0.04247416093642975,0.839732825756073,-0.00038047179954827227,0.0051651868220767404,-0.008897912703944176,-0.006640578026041267,-0.023761859615722664,0.07069533365137919,3.2406180307389785
498.112,0.08341158181428909,0.1335184872150433,9.787628173828125,0.001719209598377347,0.001857612282037735,0.00012948567746207096,-0.02729230932891369,0.024164672940969467,2.975348949432373,0.006791400723159313,-0.0449034720659256,-0.04548637568950653,-0.9990736794491566,-0.006070120913758559,0.003418678314370399,0.04246581586042458,0.839732825756073,-0.0005235951187802124,0.005054082838852229,-0.007156165961583176,-0.0055551991612148525,-0.023942325366248924,0.06997745688206607,3.24034506927537
